fid,OBJECTID,DAMAGE_AREA_ID,CREATED_DATE,MODIFIED_DATE,FEATURE_USER_ID,OBSERVATION_USER_ID,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP_CODE,HOST_GROUP,DCA_CODE,DCA_COMMON_NAME,DAMAGE_TYPE_CODE,DAMAGE_TYPE,PERCENT_AFFECTED_CODE,PERCENT_AFFECTED,PERCENT_MIN,PERCENT_MAX,PERCENT_MID,NOTES,OBSERVATION_COUNT,COLLECTION_MODE,SNAPGRID_ROW,SNAPGRID_COLUMN,AREA_TYPE,ACRES,STATUS,SURVEY_YEAR,LEGACY_SEVERITY_CODE,LEGACY_SEVERITY,LEGACY_PATTERN_CODE,LEGACY_PATTERN,LEGACY_TPA,LEGACY_NO_TREES,LEGACY_FOREST_TYPE_CODE,LEGACY_FOREST_TYPE,GRP,OBSERVATION_ID,IDS_DATA_SOURCE,DATA_SOURCE_NAME,US_AREA,SHAPE_Length,SHAPE_Area,X_clim_dat97count,X_clim_dat97sum,X_clim_dat97mean,X_clim_dat97min,X_clim_dat97max,X_clim_dat06mean,X_clim_dat07mean,X_clim_dat08mean,X_clim_dat09mean,X_clim_dat10mean,X_clim_dat11mean,X_clim_dat12mean,X_clim_dat13mean,X_clim_dat14mean,X_clim_dat15mean,X_clim_dat98mean,X_clim_dat16mean,X_clim_dat17mean,X_clim_dat18mean,X_clim_dat19mean,X_clim_dat20mean,X_clim_dat21mean,X_clim_dat22mean,X_clim_dat23mean,X_clim_dat34mean,X_clim_dat99mean,X_clim_dat00mean,X_clim_dat01mean,X_clim_dat02mean,X_clim_dat03mean,X_clim_dat04mean,X_clim_dat05mean,
14770,452078,20122005575,26/07/2013 11:07:41,26/07/2013 11:07:41,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,61.1,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692581,87,IDS LEGACY FEATURES,CONUS,2029.7659,247279.0992,0.015138409,10.09515515,666.8570557,666.8570557,666.8570557,561.3880005,592.2720337,577.0370483,691.1680298,689.5600586,735.3590088,443.684082,797.5360107,787.2080078,710.125061,577.9110107,599.618042,768.0010376,549.0280151,675.8990479,499.1228943,658.2146606,592.8552856,691.9860229,571.1696777,638.4500122,578.5120239,470.5170288,422.0380249,596.4240112,721.8080444,558.6140137,
14771,452079,20122005577,26/07/2013 11:07:41,26/07/2013 11:07:41,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,45.45,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692583,87,IDS LEGACY FEATURES,CONUS,1639.358273,183930.3904,0.011259923,7.508758843,666.8570557,666.8570557,666.8570557,561.3880005,592.2720337,577.0370483,691.1680298,689.5600586,735.3590088,443.684082,797.5360107,787.2080078,710.125061,577.9110107,599.618042,768.0010376,549.0280151,675.8990479,499.1228943,658.2146606,592.8552856,691.9860229,571.1696777,638.4500122,578.5120239,470.5170288,422.0380249,596.4240112,721.8080444,558.6140137,
14772,452080,20122005522,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,42.09,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692521,87,IDS LEGACY FEATURES,CONUS,1575.037999,170317.2032,0.010369366,6.677291252,643.9440308,643.9440308,643.9440308,477.2190247,481.6860352,421.86203,533.0980225,533.9970093,542.0650024,371.6226807,745.2560425,534.4590454,713.8670044,571.2750244,429.8080139,562.197998,449.1800232,541.6790161,374.242981,503.1300964,503.0734863,543.2319946,442.8277893,666.2980347,427.78302,454.3730164,359.2150269,526.7740479,668.3660278,465.0310364,
14773,452082,20122005551,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,2,Light (4-10%),4,10,7,,MULTIPLE,,,,POLYGON,134.79,1,2012,-1,No Data,-1,No data,-1,-1,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,2692554,87,IDS LEGACY FEATURES,CONUS,3079.679933,545483.6505,0.033428192,20.99250493,627.988045,626.2680054,717.1960449,555.394277,539.1128678,555.6851026,640.5960338,676.7147186,756.0236596,441.1205302,757.1877869,778.5995585,694.4118739,537.9814675,603.8631308,767.2429682,568.9936307,665.1537722,521.151135,772.9836859,758.0720719,808.0668305,679.6495497,573.1128943,563.1318293,465.0573173,436.2754948,627.6026343,657.0940861,576.6201348,
14774,452092,20122004579,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,133.88,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691530,87,IDS LEGACY FEATURES,CONUS,2794.622382,541782.7851,0.033245217,16.49282193,496.0960827,494.5190125,496.506012,376.8535517,383.7676455,354.2796951,496.334917,451.1526948,483.557814,290.5157461,584.5088951,510.1896417,547.290798,415.9018094,395.5983718,517.2561421,366.6856045,443.5920791,350.8988106,399.4615392,363.3080701,474.9081094,337.551069,459.2093273,364.6895942,355.8332057,317.82405,423.1507907,552.1912095,392.630814,
14775,452094,20122004636,26/07/2013 11:13:33,26/07/2013 11:13:33,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,35.96,1,2012,-1,No Data,-1,No data,-1,-1,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,2691587,87,IDS LEGACY FEATURES,CONUS,1572.531458,145512.1331,0.008919695,4.920157531,551.6060181,551.6060181,551.6060181,516.2390137,490.1630249,505.6390381,605.31604,654.6450195,680.2700195,413.3161926,726.2420044,720.9490356,686.4920044,478.95401,570.0090332,730.6940308,527.9230347,623.0710449,487.2539978,626.1729126,584.7022095,666.6439819,550.5037842,510.4650269,517.3240356,439.8480225,404.006012,563.6490479,629.0310059,523.447998,
14776,452096,20122004647,26/07/2013 11:13:33,26/07/2013 11:13:33,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,81.03,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691598,87,IDS LEGACY FEATURES,CONUS,2168.908425,327929.9631,0.020160809,16.83705857,835.1380615,835.1380615,835.1380615,698.56604,746.210022,774.0530396,804.1950684,864.6470337,901.4450684,540.0083008,831.0760498,991.1680298,755.5720215,711.0830078,746.7560425,851.0890503,626.9150391,783.4320068,621.0349121,737.3425903,719.6094971,756.2210083,681.8250122,715.9610596,751.257019,607.4290161,552.3970337,800.8200684,764.007019,781.7470093,
14777,452111,20122005323,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,59.65,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692305,87,IDS LEGACY FEATURES,CONUS,2283.410181,241377.7054,0.000207639,0.118373355,570.0910034,570.0910034,570.0910034,336.5210266,387.9450073,386.0410156,498.8080139,412.0580139,453.7900085,283.8183899,574.1220093,484.4520264,553.3380127,425.3480225,348.0360107,480.3280334,373.3070068,441.2860107,294.1759033,370.4277039,329.0464783,498.2369995,310.7825928,511.6010132,331.882019,345.7920227,300.2130127,434.7680359,484.8940125,379.7340088,
14778,452113,20122005488,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,35.37,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692480,87,IDS LEGACY FEATURES,CONUS,1478.787023,143127.862,0.008788335,5.295736554,602.5870361,602.5870361,602.5870361,336.9310303,407.888031,368.6140137,500.7540283,407.6430054,490.9490356,287.4907837,503.730011,460.3680115,550.5630493,443.0200195,342.0320129,479.0270081,359.0600281,459.0450134,298.539978,385.8616943,338.2059021,501.0769958,308.4429016,537.7040405,303.7070007,352.9510193,300.7870178,409.0140076,480.6290283,426.8990173,
14779,452117,20122005503,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,1056.16,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692498,87,IDS LEGACY FEATURES,CONUS,8545.995888,4274128.975,0.260992312,162.2235234,621.5643745,614.7640381,632.8520508,425.8275577,475.3417155,398.0208561,527.2017239,485.3398952,515.8761958,340.5751459,698.1893224,513.9792395,713.2044896,526.4888527,349.4452176,556.0541137,382.5835666,540.1392913,339.9845041,506.7740611,518.0746211,596.7071693,382.7568985,640.032008,435.4134436,416.5488326,354.1892235,514.0470756,630.032157,461.7830333,
14780,452118,20122005535,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,50.36,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692534,87,IDS LEGACY FEATURES,CONUS,1876.906734,203805.3612,0.012367351,8.96145676,724.6060181,724.6060181,724.6060181,562.5900269,579.5220337,503.7290344,620.8650513,546.2680054,638.7230225,442.8587036,848.4550171,603.9700317,757.8730469,653.0910034,542.3040161,652.5650024,425.1720276,616.368042,455.7558899,547.3659668,580.4785767,643.6190186,545.4639893,704.8510132,479.1080322,550.9710083,388.2750244,637.507019,788.5800171,550.4900513,
14781,452120,20122005565,26/07/2013 11:07:41,26/07/2013 11:07:41,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,MULTIPLE,,,,POLYGON,219.58,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692570,87,IDS LEGACY FEATURES,CONUS,3684.784699,888605.8955,0.054444256,29.32389419,538.6040039,538.6040039,538.6040039,464.0830078,478.7080078,445.1480103,577.3340454,558.809021,579.1670532,349.783905,683.7810059,612.3460083,634.4580078,464.8360291,488.3000183,639.2200317,440.7880249,555.5970459,411.0818787,507.9297791,464.2538757,547.7089844,441.7511902,508.4900208,448.0770264,398.9150085,356.5040283,491.5540161,626.1280518,446.8920288,
14782,452123,20122005557,26/07/2013 11:07:41,26/07/2013 11:07:41,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,58.86,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692561,87,IDS LEGACY FEATURES,CONUS,2278.650799,238204.0427,0.014586269,10.74512112,736.6600342,736.6600342,736.6600342,596.9900513,601.7460327,605.3410034,690.4860229,732.5630493,822.7720337,471.2424927,795.3800659,840.0040283,730.5230103,624.5430298,650.5560303,808.4590454,603.9060059,714.2910156,552.0689697,817.0813599,781.375061,854.8920288,718.4370728,674.9790039,623.5250244,506.9940186,463.8870239,678.5940552,738.1210327,616.7380371,
14783,452126,20122005570,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,112.1,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692576,87,IDS LEGACY FEATURES,CONUS,3358.243464,453658.988,0.027772593,18.87245895,679.5353649,666.8570557,729.8490601,565.2054693,596.9052396,582.488006,694.1256726,699.7577305,746.4167033,448.3053474,800.4354866,792.8606394,712.0835966,584.6565291,607.3453464,776.4585425,555.6314392,683.8600272,506.0737043,679.6490239,614.7805604,714.2416882,589.9985199,645.9985901,585.1711948,475.4575673,426.8811476,605.3877094,727.5635215,567.078361,
14784,452129,20122004648,26/07/2013 11:13:33,26/07/2013 11:13:33,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,33.06,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691599,87,IDS LEGACY FEATURES,CONUS,1592.173144,133772.4905,0.008224225,6.868363601,835.1380615,835.1380615,835.1380615,698.56604,746.210022,774.0530396,804.1950684,864.6470337,901.4450684,540.0083008,831.0760498,991.1680298,755.5720215,711.0830078,746.7560425,851.0890503,626.9150391,783.4320068,621.0349121,737.3425903,719.6094971,756.2210083,681.8250122,715.9610596,751.257019,607.4290161,552.3970337,800.8200684,764.007019,781.7470093,
14785,452130,20122004649,26/07/2013 11:13:33,26/07/2013 11:13:33,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,10.17,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691600,87,IDS LEGACY FEATURES,CONUS,849.0801501,41143.20049,0.0025299,2.112815778,835.1380615,835.1380615,835.1380615,698.56604,746.210022,774.0530396,804.1950684,864.6470337,901.4450684,540.0083008,831.0760498,991.1680298,755.5720215,711.0830078,746.7560425,851.0890503,626.9150391,783.4320068,621.0349121,737.3425903,719.6094971,756.2210083,681.8250122,715.9610596,751.257019,607.4290161,552.3970337,800.8200684,764.007019,781.7470093,
14786,452143,20122005335,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,760.65,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692317,87,IDS LEGACY FEATURES,CONUS,8942.40007,3078269.72,0.18949177,104.1921719,549.8506458,534.4000244,552.552002,373.6279257,422.4289059,414.3619658,521.6823906,491.6481664,495.1030353,306.7063646,613.0764951,537.6929854,585.8784625,448.2148568,431.2221746,541.025529,413.1431579,501.4939943,382.5744779,426.9774005,393.9365368,537.9181462,368.8892489,479.563108,382.1872167,367.8603398,329.6776201,491.9710557,566.0557711,414.5348297,
14787,452151,20122005506,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,2,Light (4-10%),4,10,7,,MULTIPLE,,,,POLYGON,57.23,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,2,2692503,87,IDS LEGACY FEATURES,CONUS,2518.965232,231611.6054,0.014143872,8.49247656,600.4350586,600.4350586,600.4350586,436.7600098,473.5740356,397.4270325,507.8120117,490.1400146,505.8250122,333.4481812,689.9250488,509.5660095,634.8280029,487.9530334,353.2080078,550.2800293,362.3490295,493.7420349,337.6999817,490.4754944,498.282196,561.723999,387.7280884,589.8500366,449.8540344,397.6140137,342.0270081,487.6620178,629.9740601,441.0920105,
14788,452152,20122005507,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,422.92,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692504,87,IDS LEGACY FEATURES,CONUS,4991.929814,1711517.213,0.104512155,62.72850594,600.2029732,557.2070313,615.6600342,437.8241192,473.8762879,396.3884977,502.2360847,490.1572692,506.8552881,336.3884351,693.2838128,505.5510249,633.0285413,493.4705401,354.2608081,559.4407075,363.4222905,497.8521197,338.0709738,492.0552998,497.164113,557.2842303,387.519607,588.8342074,447.8834954,399.8768359,343.9681748,484.8799217,629.9258992,438.4767035,
14789,452153,20122005537,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,19.05,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692536,87,IDS LEGACY FEATURES,CONUS,1134.590534,77085.2576,0.004675543,3.694609434,790.1990356,790.1990356,790.1990356,639.6300049,659.1710205,559.8730469,685.9310303,588.5510254,717.9900513,457.5958862,866.2140503,667.6010132,799.0790405,732.1200562,617.0790405,719.7420044,457.105011,678.8960571,523.1309814,600.8336792,614.1655884,688.6480103,603.3948975,749.5150146,530.8530273,606.1550293,433.4890137,699.4960327,851.4160156,600.9580078,
14790,452154,20122005550,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,2,Light (4-10%),4,10,7,,MULTIPLE,,,,POLYGON,225.45,1,2012,-1,No Data,-1,No data,-1,-1,3000,WESTERN FIR-SPRUCE TYPE GROUP,2,2692553,87,IDS LEGACY FEATURES,CONUS,4955.478295,912362.6,0.055912724,51.35598459,918.5026347,777.3550415,937.2360229,759.8776846,749.7981447,846.3883149,808.5811476,929.7311621,1027.349332,586.9415213,936.8759419,1090.321775,793.7149132,769.9997421,795.5234673,911.8612725,732.733132,817.091211,683.9052354,992.4155566,975.2358574,994.9075407,917.598975,819.1406498,863.083277,655.0217744,598.4214102,869.5771171,848.0860977,806.6477659,
14791,452161,20122004576,26/07/2013 11:06:07,26/07/2013 11:06:07,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,4,Severe (30-50%),30,50,40,,SINGLE,,,,POLYGON,40.16,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691527,87,IDS LEGACY FEATURES,CONUS,1628.936408,162542.2869,0.009973899,4.769366679,478.1847991,466.8840332,499.4680176,391.2623317,398.4825774,360.2448356,510.9728618,484.4460634,520.9524565,306.7327226,612.288212,552.083891,573.0023747,411.1107258,430.2505418,549.3956243,393.6766779,470.6255069,378.108124,398.4913813,354.1366945,451.5553716,340.4629642,442.8947454,382.4084253,363.8387551,332.0835784,442.8065151,550.2900105,405.4684919,
14792,452163,20122004589,26/07/2013 11:13:33,26/07/2013 11:13:33,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,29,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691540,87,IDS LEGACY FEATURES,CONUS,1324.229292,117344.0256,0.007200097,3.782736769,525.3730469,525.3730469,525.3730469,391.3670044,399.9880066,383.9310303,520.5400391,463.32901,493.3980103,294.4241028,597.0160522,521.6660156,562.092041,439.8680115,403.1300049,519.3930054,372.7730103,458.6020203,351.4148865,427.0803833,389.5310974,515.6859741,359.1268005,499.7770386,377.355011,371.7170105,328.0120239,441.1700134,573.8500366,405.5240173,
14793,452178,20122005330,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,121.43,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692312,87,IDS LEGACY FEATURES,CONUS,3561.608295,491397.0568,0.030242971,16.18958337,535.3172358,533.4910278,538.1470337,353.2042657,390.8172226,392.5858379,502.3655413,441.2263269,469.9066083,297.3561598,583.6868541,511.7245675,567.7293427,439.8221004,375.3813362,504.2031573,381.3830925,459.2574296,333.2202155,394.3323633,344.1475122,521.095809,319.0485713,484.6334613,361.7125953,359.2611909,318.3743705,465.5279234,544.9716489,392.7952243,
14794,452181,20122005486,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,2843.08,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692478,87,IDS LEGACY FEATURES,CONUS,17453.34585,11505577.48,0.7063242,368.272285,521.3927048,496.506012,533.7870483,365.6338722,357.6616841,358.6096762,498.3729021,422.3856675,459.1460007,284.026878,561.397492,473.6807339,536.9669035,427.2652439,367.4066334,494.8743787,357.4003994,422.3676338,321.1533582,407.0762624,376.029414,504.7911195,336.9333029,489.9372036,333.3763462,354.5309013,304.7099991,409.9258329,543.363783,379.6678578,
14795,452187,20122005511,26/07/2013 11:13:38,26/07/2013 11:13:38,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,MULTIPLE,,,,POLYGON,444.95,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,2,2692510,87,IDS LEGACY FEATURES,CONUS,7619.297933,1800670.213,0.109903754,69.37669434,631.249541,623.0170288,632.8520508,429.711491,477.5031117,398.4344724,525.4395096,481.2525311,518.9334124,345.1359159,698.9155236,517.714745,731.6567208,538.4358057,347.3140241,565.0680828,392.7648638,563.1990677,342.3754141,506.9548648,511.0294745,599.1641195,382.9385384,654.5187734,435.4167305,421.4890732,358.6341873,511.5512162,632.3329362,463.9480187,
14796,452188,20122005513,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,394.65,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692512,87,IDS LEGACY FEATURES,CONUS,5209.190563,1597097.012,0.097373878,61.16998035,628.1970215,628.1970215,628.1970215,447.4350281,480.6150208,406.9910278,519.9370117,495.4300232,538.2620239,351.4875793,692.7930298,523.8140259,711.5770264,550.5510254,370.6760254,570.0080566,405.9180298,556.1540527,344.7529907,503.4021912,496.1618958,554.3709717,393.7042847,664.6110229,426.178009,426.757019,357.1630249,512.7590332,636.2030029,438.2970276,
14797,452189,20122005528,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,91.17,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692527,87,IDS LEGACY FEATURES,CONUS,2432.1363,368968.9271,0.022416961,14.6942739,655.4980469,655.4980469,655.4980469,490.7900085,512.2700195,450.507019,551.6730347,534.3730469,575.8670044,418.3510742,838.7820435,570.5240479,732.7370605,576.4950562,487.90802,609.8730469,433.1570129,576.7990112,422.1730042,530.6640015,539.0628052,615.2369995,519.7423706,661.5540161,458.690033,501.1370239,350.9230042,577.0540161,704.1960449,504.4630127,
14798,452190,20122005544,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,2,Light (4-10%),4,10,7,,SINGLE,,,,POLYGON,299.45,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692544,87,IDS LEGACY FEATURES,CONUS,4907.763054,1211849.285,0.074245427,38.6489747,520.5569717,516.9250488,538.6040039,469.5856332,473.9579518,450.767168,585.5629978,584.0752624,607.7639788,365.5241214,692.2497297,630.5979056,655.3221895,454.1221724,517.4588749,685.5843324,468.8063793,580.4345542,437.3662977,537.0875687,494.0572293,573.6528761,485.5482493,489.6288123,446.360468,401.6921199,362.9781118,502.3894352,620.7011583,469.4752078,
14799,452197,20122004652,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,160.44,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691603,87,IDS LEGACY FEATURES,CONUS,3088.181253,649286.6201,0.039894422,34.54226769,865.842041,865.842041,865.842041,728.8920288,764.1220093,824.6020508,809.3150635,920.0600586,955.6490479,570.6306763,863.0180664,1049.644043,775.9230347,738.1790161,771.4790649,871.8640137,653.8610229,819.0050659,647.4179688,747.552002,757.815979,781.6359863,714.1765747,733.8830566,806.2140503,637.6080322,574.7700195,822.4880371,784.250061,822.7190552,
14800,452199,20122004663,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,65,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2691614,87,IDS LEGACY FEATURES,CONUS,2312.519064,263059.8462,0.016161057,15.74115125,974.0174276,865.842041,997.6450195,802.8846124,830.8683357,932.3785911,864.2632667,1024.661959,1070.845871,623.6365956,934.9464881,1190.682513,828.9942762,820.172168,843.3270361,932.6550984,711.9173913,865.6958703,704.0543804,834.3935247,870.3710095,851.2196211,812.3988398,815.8072295,908.2634757,701.4407576,643.4007716,894.3590514,854.197226,914.9451019,
14801,452210,20122005325,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,192.06,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692307,87,IDS LEGACY FEATURES,CONUS,3960.025217,777226.1668,0.047835803,26.75590393,559.3280029,559.3280029,559.3280029,348.7010193,378.3340149,406.3320313,512.4430542,435.4790344,478.3970337,291.0249023,574.7120361,489.9670105,578.5960083,434.6270142,354.70401,504.6990356,376.960022,451.9910278,312.8599854,384.7476807,336.7298889,508.2340088,309.9483032,517.8569946,355.7320251,355.9390259,308.03302,448.1940308,518.7350464,399.2530212,
14802,452212,20122005339,26/07/2013 11:07:40,26/07/2013 11:07:40,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,3,Moderate (11-29%),11,29,20,,SINGLE,,,,POLYGON,63.38,1,2012,-1,No Data,-1,No data,-1,-1,9000,MIXED CONIFERS,1,2692321,87,IDS LEGACY FEATURES,CONUS,2015.124344,256483.1107,0.015787466,9.164529796,580.4940186,580.4940186,580.4940186,438.6850281,470.1460266,481.3980103,577.875,583.5300293,617.5390015,388.2068787,698.8740234,688.78302,680.3810425,489.4460144,552.1719971,641.5870361,479.9050293,581.2440186,491.5458984,533.1177979,513.8005981,647.6339722,426.9736938,507.6700134,442.8450317,409.0250244,365.07901,546.4210205,596.4820557,477.1060181,
14803,452213,20122005550,26/07/2013 11:13:39,26/07/2013 11:13:39,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,2,Light (4-10%),4,10,7,,MULTIPLE,,,,POLYGON,225.45,1,2012,-1,No Data,-1,No data,-1,-1,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,2692552,87,IDS LEGACY FEATURES,CONUS,4955.478295,912362.6,0.055912724,51.35598459,918.5026347,777.3550415,937.2360229,759.8776846,749.7981447,846.3883149,808.5811476,929.7311621,1027.349332,586.9415213,936.8759419,1090.321775,793.7149132,769.9997421,795.5234673,911.8612725,732.733132,817.091211,683.9052354,992.4155566,975.2358574,994.9075407,917.598975,819.1406498,863.083277,655.0217744,598.4214102,869.5771171,848.0860977,806.6477659,
